ModelFile;PositionX;PositionY;PositionZ;RotationW;RotationX;RotationY;RotationZ;ScaleFactor;DoodadSet;FileDataID
..\..\..\generic\passivedoodads\lights\candle01.obj;-576.7203979492188;-656.8561401367188;373.7569274902344;0.912263035774231;0;0;0.40960484743118286;0.8976377844810486;Set_$DefaultGlobal;199806
..\..\..\generic\orc\passivedoodads\barrelsandcrates\orccrate06.obj;-576.6331787109375;-656.6581420898438;372.3985290527344;0.3936212658882141;0;0;-0.9192727208137512;0.9999999403953552;Set_$DefaultGlobal;199097
..\..\..\generic\orc\passivedoodads\barrelsandcrates\orccrate06.obj;-575.2918090820312;-658.6512451171875;371.14434814453125;0.3936212658882141;0;0;-0.9192727208137512;0.9999999403953552;Set_$DefaultGlobal;199097
..\..\..\generic\orc\passivedoodads\hammocks\hammock02.obj;-582.9933471679688;-698.88037109375;371.9090270996094;0.28134703636169434;-0.05666201189160347;-0.0031721661798655987;-0.9579265117645264;1.000000238418579;Set_$DefaultGlobal;199161
..\..\..\generic\passivedoodads\lights\candle01.obj;-576.7432250976562;-656.5390625;373.7569274902344;-0.395865797996521;0;0;-0.9183083772659302;1.1399998664855957;Set_$DefaultGlobal;199806
..\..\..\generic\orc\passivedoodads\hammocks\hammock01.obj;-582.562255859375;-669.2041625976562;370.9415588378906;0.691792368888855;0;0;0.7220964431762695;0.9999999403953552;Set_$DefaultGlobal;199160
..\..\..\generic\ogre\passivedoodads\ogrebackpacks\ogrebackpack02.obj;-582.6566162109375;-672.7135620117188;370.5224304199219;-0.004750075750052929;0;0;-0.9999887347221375;0.9999999403953552;Set_$DefaultGlobal;198990
..\..\..\generic\passivedoodads\lights\candle01.obj;-583.0596923828125;-674.7351684570312;373.154296875;0.598860502243042;0;0;-0.8008533120155334;0.8976379036903381;Set_$DefaultGlobal;199806
..\..\..\generic\orc\passivedoodads\weapons\orcspear02.obj;-583.0150756835938;-674.8363647460938;374.13226318359375;0.21532811224460602;-0.2953290045261383;-0.928451657295227;-0.06627323478460312;0.9999998807907104;Set_$DefaultGlobal;199438
..\..\..\generic\passivedoodads\lights\candle01.obj;-582.9039916992188;-675.0123291015625;373.154296875;0.9825749397277832;0;0;-0.18586678802967072;1.1399997472763062;Set_$DefaultGlobal;199806
..\..\..\generic\orc\passivedoodads\barrelsandcrates\orcbarrel03.obj;-582.774169921875;-674.8438720703125;371.135009765625;0.9241353273391724;0;0;-0.3820653259754181;1.0000001192092896;Set_$DefaultGlobal;199091
..\..\..\generic\passivedoodads\furniture\containers\crate03.obj;-584.1688232421875;-674.071044921875;371.1883850097656;-0.20759110152721405;0;0;-0.9782156944274902;0.9999999403953552;Set_$DefaultGlobal;199739
..\..\..\generic\passivedoodads\lights\candle03.obj;-582.757568359375;-674.571044921875;373.1954650878906;0.811182975769043;0;0;0.58479243516922;1;Set_$DefaultGlobal;199808
..\..\..\generic\orc\passivedoodads\weapons\orcsword03.obj;-584.966796875;-674.3731689453125;373.0653991699219;-0.15425322949886322;0.15553982555866241;-0.9757111668586731;0.0009883303428068757;1.000000238418579;Set_$DefaultGlobal;199448
..\..\..\generic\orc\passivedoodads\weapons\orcsword02.obj;-583.3495483398438;-673.8742065429688;372.3597106933594;0.2556610405445099;0.6679736971855164;-0.6524887084960938;-0.2504136264324188;0.9999998211860657;Set_$DefaultGlobal;199446
..\..\..\generic\orc\passivedoodads\hammocks\hammock01.obj;-582.562255859375;-669.2041625976562;372.6240539550781;0.691792368888855;0;0;0.7220964431762695;0.9999999403953552;Set_$DefaultGlobal;199160
..\..\..\generic\human\passivedoodads\catapultruins\catapultbeam.obj;-579.1420288085938;-672.720458984375;373.185302734375;0.7140128016471863;-0.6988503932952881;-0.029625436291098595;0.030268196016550064;1.3192750215530396;Set_$DefaultGlobal;198096
..\..\..\generic\human\passivedoodads\catapultruins\catapultbeam.obj;-582.6004028320312;-662.452880859375;373.185302734375;-0.48074981570243835;0.47054076194763184;0.5175528526306152;-0.5287816524505615;1.31927490234375;Set_$DefaultGlobal;198096
..\..\..\generic\human\passivedoodads\catapultruins\catapultbeam.obj;-573.0309448242188;-685.2791137695312;373.16400146484375;0.5110300183296204;-0.5001780986785889;0.4889697730541229;-0.4995785653591156;1.3192750215530396;Set_$DefaultGlobal;198096
..\..\..\generic\human\passivedoodads\catapultruins\catapultbeam.obj;-573.4850463867188;-678.4181518554688;373.16400146484375;0.5110300183296204;-0.5001780986785889;0.4889697730541229;-0.4995785653591156;1.3192750215530396;Set_$DefaultGlobal;198096
..\..\..\generic\human\passivedoodads\catapultruins\catapultbeam.obj;-573.0498046875;-683.6600952148438;373.1556701660156;-0.48074981570243835;0.47054076194763184;0.5175528526306152;-0.5287816524505615;1.31927490234375;Set_$DefaultGlobal;198096
..\..\..\expansion01\doodads\hellfirecitadel\passivedoodads\barrier\hellfire_barrier.obj;-585.7839965820312;-639.1921997070312;371.2079162597656;0.9063079953193665;0;0;-0.4226178824901581;2.7014756202697754;Set_$DefaultGlobal;192879
..\..\..\generic\orc\passivedoodads\hammocks\hammock01.obj;-572.9674682617188;-678.7019653320312;370.7112121582031;0.6822218298912048;0;0;0.7311452627182007;1;Set_$DefaultGlobal;199160
..\..\..\generic\orc\passivedoodads\hammocks\hammock01.obj;-572.9674682617188;-678.7019653320312;372.3937072753906;0.6822218298912048;0;0;0.7311452627182007;1;Set_$DefaultGlobal;199160
..\..\..\generic\orc\passivedoodads\hammocks\hammock01.obj;-573.0117797851562;-690.4114990234375;370.9119567871094;0.691792368888855;0;0;0.7220964431762695;0.9999999403953552;Set_$DefaultGlobal;199160
..\..\..\expansion01\doodads\hellfirecitadel\passivedoodads\banners\hellfire_banner_type01.obj;-593.8514404296875;-733.9552612304688;423.2182312011719;0.7071067690849304;0;0;0.7071067690849304;19.14515495300293;Set_$DefaultGlobal;192870
..\..\..\expansion01\doodads\hellfirecitadel\passivedoodads\banners\hellfire_banner_type01.obj;-657.4996948242188;-733.9552612304688;423.2182312011719;0.7071067690849304;0;0;0.7071067690849304;19.715124130249023;Set_$DefaultGlobal;192870
..\..\..\generic\orc\passivedoodads\barrelsandcrates\orcbarrel03.obj;-573.2236938476562;-696.0512084960938;371.19830322265625;0.9241353273391724;0;0;-0.3820653259754181;1.0000001192092896;Set_$DefaultGlobal;199091
..\..\..\generic\orc\passivedoodads\barrelsandcrates\orcbarrel01.obj;-573.8030395507812;-704.7908935546875;371.7085266113281;0.5228458642959595;-0.7017784118652344;-0.07435218244791031;0.47813284397125244;0.9999998211860657;Set_$DefaultGlobal;199090
..\..\..\generic\orc\passivedoodads\jars\jarorc05.obj;-572.6793212890625;-704.2730712890625;372.3424987792969;0.6590285301208496;0;0;0.7521179914474487;1;Set_$DefaultGlobal;199183
..\..\..\generic\orc\passivedoodads\barrelsandcrates\orccrate06.obj;-573.216064453125;-702.5181884765625;372.5155029296875;-0.3538964092731476;0;0;-0.9352846145629883;0.7999999523162842;Set_$DefaultGlobal;199097
..\..\..\generic\orc\passivedoodads\barrelsandcrates\orcbarrel01.obj;-572.7088623046875;-704.2830200195312;371.25921630859375;0.8163979649543762;0;0;0.5774896740913391;0.9999998211860657;Set_$DefaultGlobal;199090
..\..\..\generic\orc\passivedoodads\weapons\orcsword02.obj;-573.8580322265625;-695.08154296875;372.241943359375;0.2556610405445099;0.6679736971855164;-0.6524887084960938;-0.2504136264324188;0.9999998211860657;Set_$DefaultGlobal;199446
..\..\..\generic\orc\passivedoodads\weapons\orcspear02.obj;-573.5235595703125;-696.0437622070312;374.0145263671875;0.21532811224460602;-0.2953290045261383;-0.928451657295227;-0.06627323478460312;0.9999998807907104;Set_$DefaultGlobal;199438
..\..\..\generic\orc\passivedoodads\weapons\orcsword03.obj;-575.4752807617188;-695.5805053710938;372.9476623535156;-0.15425322949886322;0.15553982555866241;-0.9757111668586731;0.0009883303428068757;1.000000238418579;Set_$DefaultGlobal;199448
..\..\..\generic\passivedoodads\lights\candle01.obj;-573.5092163085938;-695.9425659179688;373.1279602050781;0.598860502243042;0;0;-0.8008533120155334;0.8976379036903381;Set_$DefaultGlobal;199806
..\..\..\generic\passivedoodads\lights\candle03.obj;-573.2070922851562;-695.7783813476562;373.16912841796875;0.811182975769043;0;0;0.58479243516922;1;Set_$DefaultGlobal;199808
..\..\..\generic\passivedoodads\lights\candle01.obj;-573.353515625;-696.2196655273438;373.1279602050781;0.9825749397277832;0;0;-0.18586678802967072;1.1399997472763062;Set_$DefaultGlobal;199806
..\..\..\generic\human\passivedoodads\catapultruins\catapultbeam.obj;-570.2622680664062;-704.213623046875;373.1483459472656;0.6847034692764282;-0.6701634526252747;-0.20037589967250824;0.2047233134508133;1.319275975227356;Set_$DefaultGlobal;198096
..\..\..\generic\passivedoodads\furniture\containers\crate03.obj;-574.6773071289062;-695.2783813476562;371.1708984375;-0.20759110152721405;0;0;-0.9782156944274902;0.9999999403953552;Set_$DefaultGlobal;199739
..\..\..\generic\ogre\passivedoodads\ogrebackpacks\ogrebackpack02.obj;-573.106201171875;-693.9208984375;370.4928283691406;-0.004750075750052929;0;0;-0.9999887347221375;0.9999999403953552;Set_$DefaultGlobal;198990
..\..\..\generic\orc\passivedoodads\barrelsandcrates\orccrate06.obj;-573.1619262695312;-701.4407348632812;371.9928894042969;0.5243958234786987;-0.5062075257301331;0.4755115807056427;0.49259689450263977;0.800000011920929;Set_$DefaultGlobal;199097
..\..\..\generic\darkirondwarf\passivedoodads\crates\darkironcrate01.obj;-573.2344970703125;-702.6814575195312;371.1836853027344;0.9990100264549255;0;0;-0.0444854311645031;0.6164305210113525;Set_$DefaultGlobal;197150
..\..\..\generic\orc\passivedoodads\hammocks\hammock02.obj;-573.7886352539062;-706.0050659179688;371.9203186035156;0.28134703636169434;-0.05666201189160347;-0.0031721661798655987;-0.9579265117645264;1.000000238418579;Set_$DefaultGlobal;199161
..\..\..\generic\human\passivedoodads\catapultruins\catapultbeam.obj;-569.5914916992188;-693.9279174804688;373.1556701660156;0.7140128016471863;-0.6988503932952881;-0.029625436291098595;0.030268196016550064;1.3192750215530396;Set_$DefaultGlobal;198096
..\..\..\generic\orc\passivedoodads\hammocks\hammock01.obj;-573.0117797851562;-690.4114990234375;372.59442138671875;0.691792368888855;0;0;0.7220964431762695;0.9999999403953552;Set_$DefaultGlobal;199160
..\..\..\expansion01\doodads\hellfirecitadel\passivedoodads\braizers\hellfire_floorbraizer.obj;-732.6470947265625;-685.115966796875;378.03192138671875;0.6427875757217407;0;0;0.7660444974899292;0.9999999403953552;Set_$DefaultGlobal;192883
..\..\..\expansion01\doodads\hellfirecitadel\passivedoodads\braizers\hellfire_floorbraizer.obj;-732.70751953125;-661.7536010742188;378.03192138671875;4.371138828673793e-8;0;0;-1;1;Set_$DefaultGlobal;192883
..\..\..\expansion01\doodads\hellfirecitadel\passivedoodads\banners\hellfire_banner_type01.obj;-723.2674560546875;-733.9552612304688;423.2182312011719;0.7071067690849304;0;0;0.7071067690849304;20.142601013183594;Set_$DefaultGlobal;192870
..\..\..\expansion01\doodads\shattrath\passivedoodads\lighting\ancient_d_braizer.obj;-871.3946533203125;-1150.946044921875;385.404541015625;1;0;0;0;1.99649977684021;Set_$DefaultGlobal;193363
..\..\..\expansion01\doodads\shattrath\passivedoodads\lighting\ancient_d_braizer.obj;-921.3741455078125;-1150.946044921875;385.404541015625;1;0;0;1.4901161193847656e-8;1.99649977684021;Set_$DefaultGlobal;193363
..\..\..\expansion01\doodads\shattrath\passivedoodads\lighting\ancient_d_braizer.obj;-602.0199584960938;-1150.946044921875;385.404541015625;1;0;0;0;1.99649977684021;Set_$DefaultGlobal;193363
..\..\..\expansion01\doodads\shattrath\passivedoodads\lighting\ancient_d_braizer.obj;-647.5142822265625;-1150.946044921875;385.404541015625;1;0;0;1.4901161193847656e-8;1.99649977684021;Set_$DefaultGlobal;193363
..\..\..\expansion01\doodads\generic\bloodelf\drapery\be_drapery_02.obj;-895.5205688476562;-1148.296630859375;371.7358703613281;0.7061529159545898;-0.0517406202852726;-0.06990255415439606;-0.7026980519294739;2.3595340251922607;Set_$DefaultGlobal;192018
..\..\..\expansion01\doodads\generic\bloodelf\sconce\be_sconce01.obj;-662.9358520507812;-1149.1422119140625;380.6981201171875;0.6984118819236755;-0.052943065762519836;-0.0539499968290329;-0.7116932272911072;3.0704495906829834;Set_$DefaultGlobal;192175
..\..\..\expansion01\doodads\generic\bloodelf\banners\be_banner01.obj;-637.9661865234375;-1149.9703369140625;371.6354064941406;0.6722905039787292;0;0;-0.7402874231338501;1.734946370124817;Set_$DefaultGlobal;191887
..\..\..\expansion01\doodads\generic\bloodelf\banners\be_banner01.obj;-610.7595825195312;-1149.9703369140625;371.6354064941406;0.7076003551483154;0;0;0.7066128849983215;1.7349464893341064;Set_$DefaultGlobal;191887
..\..\..\expansion01\doodads\generic\bloodelf\banners\be_banner01.obj;-909.7210693359375;-1149.9703369140625;371.6354064941406;0.6722905039787292;0;0;-0.7402874231338501;1.734946370124817;Set_$DefaultGlobal;191887
..\..\..\expansion01\doodads\generic\bloodelf\banners\be_banner01.obj;-882.5144653320312;-1149.9703369140625;371.6354064941406;0.7076003551483154;0;0;0.7066128849983215;1.7349464893341064;Set_$DefaultGlobal;191887
..\..\..\expansion01\doodads\silvermoon\flowers\silvermoonflower03.obj;-708.3574829101562;-1154.62939453125;372.5126037597656;-0.13239102065563202;0;0;-0.9911975860595703;0.94605553150177;Set_$DefaultGlobal;193394
..\..\..\expansion01\doodads\silvermoon\flowers\silvermoonflower05.obj;-709.2279052734375;-1154.0592041015625;372.497314453125;0.9829102754592896;0;0;-0.1840852051973343;1.057854175567627;Set_$DefaultGlobal;193396
..\..\..\expansion01\doodads\silvermoon\flowers\silvermoonflower05.obj;-710.6317749023438;-1154.3778076171875;372.66778564453125;0.033019546419382095;0;0;-0.9994547367095947;0.7920837998390198;Set_$DefaultGlobal;193396
..\..\..\expansion01\doodads\silvermoon\flowers\silvermoonflower03.obj;-712.1260375976562;-1154.3515625;372.67010498046875;-0.13239102065563202;0;0;-0.9911975860595703;0.94605553150177;Set_$DefaultGlobal;193394
..\..\..\expansion01\doodads\silvermoon\flowers\silvermoonflower05.obj;-706.8630981445312;-1154.6558837890625;372.5103454589844;0.033019546419382095;0;0;-0.9994547367095947;0.7920837998390198;Set_$DefaultGlobal;193396
..\..\..\expansion01\doodads\silvermoon\bushes\silvermoonbush06.obj;-714.1204833984375;-1154.75244140625;371.2392272949219;0.9536492228507996;0;0;0.3009205162525177;1.4063498973846436;Set_$DefaultGlobal;193384
..\..\..\expansion01\doodads\generic\bloodelf\hedge\silvermoonhedge01.obj;-709.1895141601562;-1154.284912109375;370.55889892578125;0.999995768070221;0;0;0.0028997939079999924;2.117022752761841;Set_$DefaultGlobal;192071
..\..\..\expansion01\doodads\silvermoon\bushes\silvermoonbush06.obj;-703.9668579101562;-1154.84228515625;371.2392272949219;0.9161801338195801;0;0;-0.40076667070388794;1.406350016593933;Set_$DefaultGlobal;193384
..\..\..\expansion01\doodads\generic\bloodelf\hedge\silvermoonhedge01.obj;-810.7111206054688;-1154.9498291015625;370.55889892578125;0.999995768070221;0;0;0.0028997939079999924;2.117022752761841;Set_$DefaultGlobal;192071
..\..\..\expansion01\doodads\silvermoon\flowers\silvermoonflower05.obj;-808.3847045898438;-1155.32080078125;372.5103454589844;0.033019546419382095;0;0;-0.9994547367095947;0.7920837998390198;Set_$DefaultGlobal;193396
..\..\..\expansion01\doodads\silvermoon\flowers\silvermoonflower03.obj;-809.8790893554688;-1155.2943115234375;372.5126037597656;-0.13239102065563202;0;0;-0.9911975860595703;0.94605553150177;Set_$DefaultGlobal;193394
..\..\..\expansion01\doodads\silvermoon\flowers\silvermoonflower05.obj;-810.74951171875;-1154.7242431640625;372.497314453125;0.9829102754592896;0;0;-0.1840852051973343;1.057854175567627;Set_$DefaultGlobal;193396
..\..\..\expansion01\doodads\silvermoon\flowers\silvermoonflower05.obj;-812.1533813476562;-1155.042724609375;372.66778564453125;0.033019546419382095;0;0;-0.9994547367095947;0.7920837998390198;Set_$DefaultGlobal;193396
..\..\..\expansion01\doodads\silvermoon\flowers\silvermoonflower03.obj;-813.6476440429688;-1155.0164794921875;372.67010498046875;-0.13239102065563202;0;0;-0.9911975860595703;0.94605553150177;Set_$DefaultGlobal;193394
..\..\..\expansion01\doodads\silvermoon\bushes\silvermoonbush06.obj;-805.4884643554688;-1155.5072021484375;371.2392272949219;0.9161801338195801;0;0;-0.40076667070388794;1.406350016593933;Set_$DefaultGlobal;193384
..\..\..\expansion01\doodads\silvermoon\bushes\silvermoonbush06.obj;-815.64208984375;-1155.4173583984375;371.2392272949219;0.9536492228507996;0;0;0.3009205162525177;1.4063498973846436;Set_$DefaultGlobal;193384
..\..\..\expansion01\doodads\generic\bloodelf\hedge\silvermoonhedge01.obj;-858.662841796875;-1154.7745361328125;370.55889892578125;0.999995768070221;0;0;0.0028997939079999924;2.117022752761841;Set_$DefaultGlobal;192071
..\..\..\expansion01\doodads\silvermoon\flowers\silvermoonflower05.obj;-856.33642578125;-1155.1453857421875;372.5103454589844;0.033019546419382095;0;0;-0.9994547367095947;0.7920837998390198;Set_$DefaultGlobal;193396
..\..\..\expansion01\doodads\silvermoon\flowers\silvermoonflower03.obj;-857.830810546875;-1155.118896484375;372.5126037597656;-0.13239102065563202;0;0;-0.9911975860595703;0.94605553150177;Set_$DefaultGlobal;193394
..\..\..\expansion01\doodads\silvermoon\flowers\silvermoonflower05.obj;-858.7012329101562;-1154.548828125;372.497314453125;0.9829102754592896;0;0;-0.1840852051973343;1.057854175567627;Set_$DefaultGlobal;193396
..\..\..\expansion01\doodads\silvermoon\flowers\silvermoonflower05.obj;-860.1051025390625;-1154.867431640625;372.66778564453125;0.033019546419382095;0;0;-0.9994547367095947;0.7920837998390198;Set_$DefaultGlobal;193396
..\..\..\expansion01\doodads\silvermoon\flowers\silvermoonflower03.obj;-861.599365234375;-1154.8411865234375;372.67010498046875;-0.13239102065563202;0;0;-0.9911975860595703;0.94605553150177;Set_$DefaultGlobal;193394
..\..\..\expansion01\doodads\silvermoon\bushes\silvermoonbush06.obj;-853.440185546875;-1155.331787109375;371.2392272949219;0.9161801338195801;0;0;-0.40076667070388794;1.406350016593933;Set_$DefaultGlobal;193384
..\..\..\expansion01\doodads\silvermoon\bushes\silvermoonbush06.obj;-863.5938110351562;-1155.241943359375;371.2392272949219;0.9536492228507996;0;0;0.3009205162525177;1.4063498973846436;Set_$DefaultGlobal;193384
..\..\..\expansion01\doodads\generic\bloodelf\hedge\silvermoonhedge01.obj;-662.1620483398438;-1154.511474609375;370.55889892578125;0.999995768070221;0;0;0.0028997939079999924;2.117022752761841;Set_$DefaultGlobal;192071
..\..\..\expansion01\doodads\silvermoon\flowers\silvermoonflower03.obj;-661.3300170898438;-1154.85595703125;372.5126037597656;-0.13239102065563202;0;0;-0.9911975860595703;0.94605553150177;Set_$DefaultGlobal;193394
..\..\..\expansion01\doodads\silvermoon\flowers\silvermoonflower05.obj;-662.2005004882812;-1154.2857666015625;372.497314453125;0.9829102754592896;0;0;-0.1840852051973343;1.057854175567627;Set_$DefaultGlobal;193396
..\..\..\expansion01\doodads\silvermoon\flowers\silvermoonflower05.obj;-663.6043090820312;-1154.6043701171875;372.66778564453125;0.033019546419382095;0;0;-0.9994547367095947;0.7920837998390198;Set_$DefaultGlobal;193396
..\..\..\expansion01\doodads\silvermoon\flowers\silvermoonflower03.obj;-665.0985717773438;-1154.578125;372.67010498046875;-0.13239102065563202;0;0;-0.9911975860595703;0.94605553150177;Set_$DefaultGlobal;193394
..\..\..\expansion01\doodads\silvermoon\flowers\silvermoonflower05.obj;-659.835693359375;-1154.8824462890625;372.5103454589844;0.033019546419382095;0;0;-0.9994547367095947;0.7920837998390198;Set_$DefaultGlobal;193396
..\..\..\expansion01\doodads\silvermoon\bushes\silvermoonbush06.obj;-667.0930786132812;-1154.97900390625;371.2392272949219;0.9536492228507996;0;0;0.3009205162525177;1.4063498973846436;Set_$DefaultGlobal;193384
..\..\..\expansion01\doodads\silvermoon\bushes\silvermoonbush06.obj;-656.9393920898438;-1155.06884765625;371.2392272949219;0.9161801338195801;0;0;-0.40076667070388794;1.406350016593933;Set_$DefaultGlobal;193384
..\..\..\lordaeron\silvermoon\passivedoodads\trees\silvermoonpine01.obj;-803.3157958984375;-1146.1002197265625;370.8778076171875;0.042780157178640366;0.011791642755270004;0.0014497754164040089;-0.9990138411521912;2.1116080284118652;Set_$DefaultGlobal;203934
..\..\..\lordaeron\silvermoon\passivedoodads\trees\silvermoonpine01.obj;-797.9227905273438;-1142.2890625;370.8778076171875;-0.35602983832359314;0.011402852833271027;-0.003334611188620329;-0.9343990683555603;3.028294086456299;Set_$DefaultGlobal;203934
..\..\..\lordaeron\silvermoon\passivedoodads\trees\silvermoonpine01.obj;-791.3018188476562;-1145.2491455078125;370.8778076171875;0.34883958101272583;0.010769499465823174;0.0050162035040557384;-0.9371071457862854;2.4384851455688477;Set_$DefaultGlobal;203934
..\..\..\lordaeron\silvermoon\passivedoodads\trees\silvermoonpine01.obj;-728.987060546875;-1145.884765625;370.8778076171875;0.042780157178640366;0.011791642755270004;0.0014497754164040089;-0.9990138411521912;2.1116080284118652;Set_$DefaultGlobal;203934
..\..\..\lordaeron\silvermoon\passivedoodads\trees\silvermoonpine01.obj;-723.5940551757812;-1142.0736083984375;370.8778076171875;-0.35602983832359314;0.011402852833271027;-0.003334611188620329;-0.9343990683555603;3.028294086456299;Set_$DefaultGlobal;203934
..\..\..\lordaeron\silvermoon\passivedoodads\trees\silvermoonpine01.obj;-716.9730224609375;-1145.03369140625;370.8778076171875;0.34883958101272583;0.010769499465823174;0.0050162035040557384;-0.9371071457862854;2.4384851455688477;Set_$DefaultGlobal;203934
..\..\..\lordaeron\silvermoon\passivedoodads\trees\silvermoonpine01.obj;-569.77294921875;-1197.6649169921875;370.8778076171875;0.9065971374511719;-0.005851880181580782;0.010339252650737762;0.42182987928390503;2.336336612701416;Set_$DefaultGlobal;203934
..\..\..\expansion01\doodads\silvermoon\bushes\silvermoonbush06.obj;-570.2434692382812;-1147.0592041015625;371.2392272949219;0.6930733919143677;0;0;-0.7208670377731323;1.406350016593933;Set_$DefaultGlobal;193384
..\..\..\expansion01\doodads\silvermoon\flowers\silvermoonflower05.obj;-568.9367065429688;-1191.837646484375;372.66778564453125;0.730069637298584;0;0;-0.6833727955818176;0.7920837998390198;Set_$DefaultGlobal;193396
..\..\..\expansion01\doodads\silvermoon\flowers\silvermoonflower05.obj;-569.2552490234375;-1190.433837890625;372.497314453125;0.8251904249191284;0;0;0.564854621887207;1.057854175567627;Set_$DefaultGlobal;193396
..\..\..\expansion01\doodads\generic\bloodelf\hedge\silvermoonhedge01.obj;-569.0296020507812;-1158.3013916015625;370.55889892578125;0.7050535082817078;0;0;0.7091541290283203;2.117022752761841;Set_$DefaultGlobal;192071
..\..\..\expansion01\doodads\silvermoon\flowers\silvermoonflower05.obj;-568.65869140625;-1155.97509765625;372.5103454589844;0.730069637298584;0;0;-0.6833727955818176;0.7920837998390198;Set_$DefaultGlobal;193396
..\..\..\expansion01\doodads\silvermoon\flowers\silvermoonflower03.obj;-568.6851806640625;-1157.4693603515625;372.5126037597656;0.6072679162025452;0;0;-0.7944970726966858;0.94605553150177;Set_$DefaultGlobal;193394
..\..\..\expansion01\doodads\silvermoon\flowers\silvermoonflower05.obj;-569.2552490234375;-1158.33984375;372.497314453125;0.8251904249191284;0;0;0.564854621887207;1.057854175567627;Set_$DefaultGlobal;193396
..\..\..\expansion01\doodads\silvermoon\flowers\silvermoonflower05.obj;-568.9367065429688;-1159.7437744140625;372.66778564453125;0.730069637298584;0;0;-0.6833727955818176;0.7920837998390198;Set_$DefaultGlobal;193396
..\..\..\expansion01\doodads\silvermoon\flowers\silvermoonflower03.obj;-568.9629516601562;-1161.2379150390625;372.67010498046875;0.6072679162025452;0;0;-0.7944970726966858;0.94605553150177;Set_$DefaultGlobal;193394
..\..\..\expansion01\doodads\silvermoon\bushes\silvermoonbush06.obj;-570.4938354492188;-1153.1766357421875;371.2392272949219;0.9312220215797424;0;0;0.3644523620605469;1.406350016593933;Set_$DefaultGlobal;193384
..\..\..\expansion01\doodads\silvermoon\flowers\silvermoonflower03.obj;-568.9629516601562;-1193.33203125;372.67010498046875;0.6072679162025452;0;0;-0.7944970726966858;0.94605553150177;Set_$DefaultGlobal;193394
..\..\..\expansion01\doodads\silvermoon\flowers\silvermoonflower03.obj;-568.6851806640625;-1189.5633544921875;372.5126037597656;0.6072679162025452;0;0;-0.7944970726966858;0.94605553150177;Set_$DefaultGlobal;193394
..\..\..\expansion01\doodads\silvermoon\flowers\silvermoonflower05.obj;-568.65869140625;-1188.0689697265625;372.5103454589844;0.730069637298584;0;0;-0.6833727955818176;0.7920837998390198;Set_$DefaultGlobal;193396
..\..\..\expansion01\doodads\generic\bloodelf\hedge\silvermoonhedge01.obj;-569.0296020507812;-1190.3953857421875;370.55889892578125;0.7050535082817078;0;0;0.7091541290283203;2.117022752761841;Set_$DefaultGlobal;192071
..\..\..\expansion01\doodads\silvermoon\bushes\silvermoonbush06.obj;-575.8936767578125;-1144.0592041015625;371.2392272949219;0.9312220215797424;0;0;0.3644523620605469;1.406350016593933;Set_$DefaultGlobal;193384
..\..\..\lordaeron\silvermoon\passivedoodads\trees\silvermoonpine01.obj;-573.0391845703125;-1143.7769775390625;370.8778076171875;0.15886889398097992;0.011542467400431633;0.0028135699685662985;-0.9872282147407532;3.0282938480377197;Set_$DefaultGlobal;203934
..\..\..\lordaeron\silvermoon\passivedoodads\trees\silvermoonpine01.obj;-569.4589233398438;-1166.0733642578125;370.8778076171875;0.042780183255672455;0.011791640892624855;0.0014497707597911358;-0.9990138411521912;2.1116082668304443;Set_$DefaultGlobal;203934
..\..\..\lordaeron\silvermoon\passivedoodads\trees\silvermoonpine01.obj;-569.7822265625;-1150.5931396484375;370.8778076171875;-0.21724137663841248;0.011765077710151672;-0.0016515296883881092;-0.9760456085205078;1.9424679279327393;Set_$DefaultGlobal;203934
..\..\..\expansion01\doodads\silvermoon\bushes\silvermoonbush06.obj;-570.4938354492188;-1163.078125;371.2392272949219;0.9312220215797424;0;0;0.3644523620605469;1.406350016593933;Set_$DefaultGlobal;193384
..\..\..\lordaeron\silvermoon\passivedoodads\trees\silvermoonpine01.obj;-569.7109375;-1181.5531005859375;370.8778076171875;0.9539009928703308;-0.00445226626470685;0.011014594696462154;0.2998863160610199;1.6747336387634277;Set_$DefaultGlobal;203934
..\..\..\expansion01\doodads\silvermoon\bushes\silvermoonbush06.obj;-570.4938354492188;-1185.2708740234375;371.2392272949219;0.9312220215797424;0;0;0.3644523620605469;1.406350016593933;Set_$DefaultGlobal;193384
..\..\..\expansion01\doodads\silvermoon\bushes\silvermoonbush06.obj;-570.4938354492188;-1195.171875;371.2392272949219;0.9312220215797424;0;0;0.3644523620605469;1.406350016593933;Set_$DefaultGlobal;193384
..\..\..\expansion01\doodads\silvermoon\bushes\silvermoonbush06.obj;-570.2434692382812;-1201.0650634765625;371.2392272949219;0.6930733919143677;0;0;-0.7208670377731323;1.406350016593933;Set_$DefaultGlobal;193384
..\..\..\lordaeron\silvermoon\passivedoodads\trees\silvermoonpine01.obj;-580.8338623046875;-1143.99853515625;370.8778076171875;-0.21724137663841248;0.011765075847506523;-0.0016515301540493965;-0.9760456085205078;1.727251648902893;Set_$DefaultGlobal;203934
..\..\..\expansion01\doodads\silvermoon\bushes\silvermoonbush06.obj;-572.5819702148438;-1212.1011962890625;371.2392272949219;0.6930733919143677;0;0;-0.7208670377731323;1.406350016593933;Set_$DefaultGlobal;193384
